filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
tr000_2nd_clip.png,6660650,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_2nd_clip.png,6660650,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1902,""y"":1112,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_2nd_push.png,6550002,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_2nd_push.png,6550002,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1208,""y"":1314,""width"":189,""height"":380}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_2nd_push.png,6550002,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_2nd_push.png,6550002,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1902,""y"":1112,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_clip.png,6692969,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_clip.png,6692969,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1707,""y"":1118,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_clip.png,6692969,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_clip.png,6692969,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1902,""y"":1112,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_push.png,6616851,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_push.png,6616851,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1512,""y"":1221,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_push.png,6616851,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_3rd_push.png,6616851,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1836,""y"":1119,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_4th_push.png,6639456,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":371,""height"":576}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_4th_push.png,6639456,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1707,""y"":1118,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_4th_push.png,6639456,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_4th_push.png,6639456,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1902,""y"":1112,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_init.png,6427575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_init.png,6427575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":142,""y"":245,""width"":212,""height"":1995}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_init.png,6427575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr000_init.png,6427575,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1856,""y"":1115,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_clip.png,6598515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_clip.png,6598515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1707,""y"":1118,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_clip.png,6598515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_clip.png,6598515,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1902,""y"":1112,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_push.png,5900911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":817,""y"":1002,""width"":281,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_push.png,5900911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1611,""y"":334,""width"":407,""height"":480}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_push.png,5900911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1492,""y"":1864,""width"":380,""height"":457}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_1st_push.png,5900911,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1790,""y"":1082,""width"":410,""height"":553}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_clip.png,6757596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":430,""width"":331,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_clip.png,6757596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1750,""y"":1121,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_clip.png,6757596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_clip.png,6757596,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1948,""y"":1109,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_push.png,6148804,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1591,""y"":347,""width"":463,""height"":447}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_push.png,6148804,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1297,""y"":1151,""width"":225,""height"":367}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_push.png,6148804,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1449,""y"":1863,""width"":480,""height"":490}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_2nd_push.png,6148804,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1787,""y"":1072,""width"":467,""height"":695}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_clip.png,6770635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1648,""y"":314,""width"":380,""height"":539}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_clip.png,6770635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1793,""y"":1131,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_clip.png,6770635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1588,""y"":1932,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_clip.png,6770635,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1975,""y"":1055,""width"":364,""height"":744}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_push.png,6379965,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1658,""y"":298,""width"":384,""height"":582}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_push.png,6379965,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1479,""y"":1178,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_push.png,6379965,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1453,""y"":1856,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_3rd_push.png,6379965,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1819,""y"":1076,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_4th_push.png,6280164,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1625,""y"":328,""width"":443,""height"":526}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_4th_push.png,6280164,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1604,""y"":1125,""width"":175,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_4th_push.png,6280164,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_4th_push.png,6280164,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1833,""y"":1069,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_init.png,6343481,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1608,""y"":304,""width"":443,""height"":503}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_init.png,6343481,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":201,""y"":371,""width"":212,""height"":1863}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_init.png,6343481,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1463,""y"":1866,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr001_init.png,6343481,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1809,""y"":1095,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_clip.png,6305523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1608,""y"":304,""width"":443,""height"":503}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_clip.png,6305523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1750,""y"":1082,""width"":169,""height"":453}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_clip.png,6305523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1589,""y"":1830,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_clip.png,6305523,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1863,""y"":1065,""width"":476,""height"":569}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_push.png,6340044,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1568,""y"":347,""width"":437,""height"":476}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_push.png,6340044,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":778,""y"":1144,""width"":281,""height"":437}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_push.png,6340044,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1538,""y"":1857,""width"":380,""height"":457}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_1st_push.png,6340044,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1857,""y"":1111,""width"":374,""height"":503}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_clip.png,6307219,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1651,""y"":331,""width"":400,""height"":476}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_clip.png,6307219,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1803,""y"":1138,""width"":139,""height"":410}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_clip.png,6307219,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1589,""y"":1830,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_clip.png,6307219,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1988,""y"":1089,""width"":351,""height"":546}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_push.png,6586290,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1551,""y"":357,""width"":463,""height"":483}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_push.png,6586290,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1271,""y"":1148,""width"":275,""height"":440}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_push.png,6586290,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1515,""y"":1876,""width"":443,""height"":417}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_2nd_push.png,6586290,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1863,""y"":1102,""width"":404,""height"":549}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_clip.png,6294212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1664,""y"":334,""width"":387,""height"":473}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_clip.png,6294212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1816,""y"":1148,""width"":139,""height"":410}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_clip.png,6294212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1589,""y"":1830,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_clip.png,6294212,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1988,""y"":1089,""width"":351,""height"":546}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_push.png,6177443,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1551,""y"":357,""width"":463,""height"":483}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_push.png,6177443,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1628,""y"":1128,""width"":189,""height"":380}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_push.png,6177443,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1515,""y"":1876,""width"":443,""height"":417}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_3rd_push.png,6177443,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1846,""y"":1102,""width"":404,""height"":549}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_4th_push.png,6335910,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1684,""y"":334,""width"":407,""height"":470}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_4th_push.png,6335910,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":1674,""y"":1151,""width"":189,""height"":380}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_4th_push.png,6335910,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1542,""y"":1820,""width"":450,""height"":473}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_4th_push.png,6335910,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1856,""y"":1079,""width"":404,""height"":549}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_init.png,6232857,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,0,"{""name"":""rect"",""x"":1532,""y"":354,""width"":523,""height"":453}","{""name"":""left sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_init.png,6232857,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,1,"{""name"":""rect"",""x"":142,""y"":245,""width"":212,""height"":1995}","{""name"":""hem"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_init.png,6232857,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,2,"{""name"":""rect"",""x"":1519,""y"":1863,""width"":410,""height"":463}","{""name"":""right sleeve"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
tr002_init.png,6232857,"{""caption"":"""",""public_domain"":""no"",""image_url"":""""}",4,3,"{""name"":""rect"",""x"":1830,""y"":1095,""width"":427,""height"":579}","{""name"":""neck"",""type"":""unknown"",""image_quality"":{""good"":true,""frontal"":true,""good_illumination"":true}}"
